Facility Id,Facility Name,Facility Type,Bed Capacity,Region,Licence Issue Date,Inspection Date,Gps Location,Remarks
HF-002317,"Davidson, Mejia And Rogers Health Centre",Polyclinic,0,-,2017-06-15,2020-12-05,-,Good
HF-002318,"Maldonado,-Parker-And-Murphy Polyclinic",Community Health Center,10,-,2018-11-13,2020-09-01,"-58.99914, 13.06328",-
HF-002319,Mitchell-Myers,-,0,-,,2021-10-13,"125555.0, 59052.0",Follow-up 2023
HF-002320,"Powell, Clark And Roman Polyclinic",Hospital,0,-,2016-08-20,2020-09-13,-,Good
HF-002321,Jordan-Levy Medical Center,Polyclinic,48,-,2022-05-06,2025-06-29,-,Reinspection due
HF-002322,"Farmer, Duncan And Gates Health Centre",Community Health Center,10,-,2020-05-27,2023-11-01,"1367.0, 59533.0",Follow-up 2023
HF-002323,Jones Group Polyclinic,-,32,-,2023-09-23,2025-09-20,"13349.0, 584241.0",Good
HF-002324,"Byrd, Crosby And Turner",-,252,St. Joseph,2021-09-16,2024-12-01,"12475.0, 585247.0",-
HF-002325,"Mccormick, Keller And Sherman Infirmary",Community Health Center,0,-,2021-04-09,2021-12-09,"-59.21573, 12.84499",-
HF-002326,Pierce-Allen,Hospital,0,-,2017-06-09,2018-08-08,"-59.10826, 13.17181",Good
HF-002327,Wilson-Inc,Polyclinic,400,-,2018-10-11,2020-03-28,"13.00356, -58.80523",Good
HF-002328,"Berry, Adkins And Sutton Polyclinic",-,290,-,2020-08-10,2025-10-11,"124410.0, 591129.0",Follow-up 2023
HF-002329,Harris-Powell,Hospital,407,-,2022-12-16,2024-10-14,"1340.0, 591657.0",-
HF-002330,"Allison, Hernandez And Morgan Hospital",Community Health Center,0,-,2020-12-16,2024-07-25,-,-
HF-002331,Schmitt Group,Community Health Center,0,-,2017-05-29,2021-03-31,-,-
HF-002332,Navarro-Jackson,Hospital,190,-,2022-10-13,2024-02-19,"-59.07593, 12.84432",-
HF-002333,"Davis, Johnson And Scott",Polyclinic,375,-,2023-09-21,2024-02-27,"-58.72044, 13.20064",Reinspection due
HF-002334,"Zimmerman,-Smith-And-Smith",Community Health Center,85,-,2022-08-13,2022-12-22,"-59.07282, 12.88772",Follow-up 2023
HF-002335,"Harris, Gill And Bradford Hospital",Polyclinic,246,St. Michael,2023-03-16,2025-02-25,-,-
HF-002336,"Day, Brooks And Hill Hospital",-,57,-,2025-03-08,2025-10-31,"13.04288, -58.78386",Reinspection due
HF-002337,Silva Ltd Hospital,-,497,-,2019-05-28,2025-09-25,-,-
HF-002338,Castillo Ltd Hospital,Community Health Center,0,-,2018-09-04,2022-12-11,"12.9789, -59.28234",Reinspection due
HF-002339,"Neal,-Christensen-And-Williams Polyclinic",Polyclinic,381,-,2017-12-07,2019-06-21,"13940.0, 59918.0",-
HF-002340,"Savage, Davis And Rivera Infirmary",Polyclinic,487,St. James,2018-05-25,2020-09-26,-,Follow-up 2023
HF-002341,George-Burke Hospital,Polyclinic,435,St. Michael,2016-07-13,2020-07-16,-,Needs upgrade
HF-002342,Gonzalez-Rivera,Polyclinic,0,-,2024-08-18,2025-01-27,-,-
HF-002343,"Allen, Walker And Hart Infirmary",-,278,-,,2020-06-05,"-59.01269, 12.86745",-
HF-002344,Orr Llc Medical Center,Hospital,302,-,2019-06-30,2025-10-19,"-58.79335, 12.87929",Good
HF-002345,Gomez-Lara,Polyclinic,0,-,2016-09-18,2023-06-13,"131240.0, 585519.0",-
HF-002346,Martinez-Torres Medical Center,Hospital,4,-,2023-05-09,2023-06-15,-,-
HF-002347,Black Llc,Community Health Center,0,-,2016-11-28,2023-09-08,"12.95639, -58.895",-
HF-002348,Chambers-Gardner,Community Health Center,400,-,2016-06-14,2025-03-07,"131716.0, 584546.0",-
HF-002349,"Snyder, Rodriguez And Baird Polyclinic",Community Health Center,26,-,2018-03-07,2018-06-03,-,-
HF-002350,Thomas- Health Centre,Polyclinic,329,-,2023-09-28,2024-05-05,"124250.0, 591734.0",-
HF-002351,"Mercer,-Duncan-And-Summers Clinic",Community Health Center,315,-,2022-05-23,2023-10-18,-,-
HF-002352,"Kelley, Aguirre And Roberts Polyclinic",Community Health Center,336,-,2019-09-09,2019-10-26,"12.91179, -59.01928",-
HF-002353,Barnes Group Infirmary,Community Health Center,73,-,2018-04-29,2025-05-09,"13.00589, -59.25265",-
HF-002354,Smith-Garcia Clinic,Community Health Center,407,St. James,2021-10-06,2022-08-13,-,-
HF-002355,Chapman Group Hospital,Polyclinic,434,St. Peter,2020-02-06,2020-11-25,"13.14792, -59.06114",-
HF-002356,Pitts-Ltd Hospital,Community Health Center,465,-,2018-04-09,2020-06-25,"-58.84022, 13.21056",-
HF-002357,Lindsey- Medical Center,Community Health Center,336,-,2020-08-10,2020-11-12,"13.11637, -59.02122",Needs upgrade
HF-002358,"Harvey, Butler And Horn Hospital",Hospital,0,St. John,2018-11-19,2024-10-17,"131341.0, 584227.0",Needs upgrade
HF-002359,Perez,Community Health Center,186,St. George,2019-10-15,2022-12-06,"-58.9911, 13.06382",-
HF-002360,Reyes- Polyclinic,-,206,St. John,2021-01-20,2023-12-23,"-58.9713, 13.21377",Reinspection due
HF-002361,Mahoney-Group,Hospital,0,-,2016-06-04,2023-05-28,"124737.0, 59812.0",-
HF-002362,Mcbride-White Infirmary,Polyclinic,184,-,2022-07-15,2024-02-11,"-59.29743, 13.07924",Reinspection due
HF-002363,Figueroa And Sons Clinic,-,10,-,2023-05-21,2025-04-08,-,Follow-up 2023
HF-002364,"Reyes, Walker And Martin Health Centre",Hospital,0,-,2020-07-12,2023-02-19,"13.11623, -59.25304",-
HF-002365,Beck-Stone Clinic,Hospital,84,-,2018-01-10,2020-04-17,-,-
HF-002366,Roberts Ltd,Community Health Center,0,-,2020-09-22,2023-08-13,"13224.0, 584357.0",Follow-up 2023
HF-002367,Davidson-Parker Infirmary,Community Health Center,114,-,2020-09-26,2023-10-22,"12.71527, -58.79842",Follow-up 2023
HF-002368,Manning-Romero,Community Health Center,0,St. John,2020-08-31,2023-10-11,"-58.96949, 13.03824",Good
HF-002369,"Cummings, Black And Davis Health Centre",Polyclinic,10,-,2018-08-09,2021-06-23,"-59.01403, 13.20936",-
HF-002370,Burton-Green Health Centre,Hospital,82,-,2016-05-16,2021-05-17,"131131.0, 591611.0",Follow-up 2023
HF-002371,Mcmillan-Savage Hospital,Community Health Center,28,-,2018-09-04,2022-06-26,"-58.7481, 13.027",-
HF-002372,Dudley-,Community Health Center,196,-,2021-01-25,2023-03-26,-,-
HF-002373,Newman And Sons Hospital,Hospital,0,-,2016-02-15,2022-06-02,"13135.0, 584949.0",-
HF-002374,Martin-Fernandez Polyclinic,Hospital,327,-,2020-10-16,2021-11-11,"-58.72913, 12.78091",Good
HF-002375,"Martinez, Garrett And Gonzalez Hospital",Polyclinic,0,St. Peter,2022-05-22,2025-02-01,"-58.86135, 12.76298",-
HF-002376,Wood Ltd Infirmary,Polyclinic,0,St. Michael,2018-04-17,2025-10-31,-,-
HF-002377,Gonzalez- Polyclinic,Polyclinic,195,-,2020-09-02,2023-03-21,-,Needs upgrade
HF-002378,Joseph Ltd Medical Center,Community Health Center,74,-,2020-11-18,2022-11-11,"-59.10965, 13.26027",-
HF-002379,Lee Infirmary,Hospital,321,-,2018-06-11,2018-07-12,-,Follow-up 2023
HF-002380,"Henry, Molina And Bean",Community Health Center,335,-,2024-12-19,2025-08-07,"13.25404, -59.0924",-
HF-002381,Hayes-And-Sons,Community Health Center,374,St. James,2018-01-21,2024-11-19,-,-
HF-002382,Mcintyre-Wright Hospital,Polyclinic,0,-,2021-08-05,2024-01-02,-,-
HF-002383,"Flores,-Garrett-And-Flores",Community Health Center,139,St. Michael,2019-09-12,2020-09-13,"131010.0, 5955.0",Needs upgrade
HF-002384,"Moore, Bond And Kemp",Polyclinic,0,-,2017-07-24,2021-08-09,"125243.0, 59101.0",-
HF-002385,"Quinn, Johnson And Clarke",-,128,-,,2020-06-26,"125135.0, 58486.0",-
HF-002386,Flores Llc Health Centre,Hospital,198,-,2019-07-08,2020-01-21,-,Needs upgrade
HF-002387,"Jones,-Hall-And-Lyons",Community Health Center,140,-,2018-02-11,2019-12-22,"-58.7172, 12.74604",-
HF-002388,Kelley-Cross,Community Health Center,428,St. Lucy,2017-03-22,2024-11-10,-,Reinspection due
HF-002389,Russell-Thomas Hospital,Polyclinic,155,-,2016-04-14,2020-08-28,"-58.84519, 13.28148",-
HF-002390,Jones-Cummings Hospital,Polyclinic,22,-,2022-10-13,2025-11-23,"-59.23453, 12.75486",Follow-up 2023
HF-002391,Bell-Llc Health Centre,Hospital,320,-,2018-12-30,2020-05-15,-,Follow-up 2023
HF-002392,Barry Ltd Polyclinic,Community Health Center,0,-,2020-08-13,2022-10-27,"-59.1173, 12.96572",-
HF-002393,Nelson Clinic,Community Health Center,10,-,2021-08-15,2022-03-08,"-59.15802, 12.82072",-
HF-002394,Smith-Nolan Polyclinic,Polyclinic,0,-,2023-10-17,2024-07-26,"-58.75008, 12.96517",Needs upgrade
HF-002395,"Newman, Morgan And Stevenson",Hospital,0,-,2016-01-09,2025-08-06,"-59.05169, 13.01072",Good
HF-002396,Benjamin Group,Polyclinic,0,-,2017-07-10,2025-06-18,"13.22987, -59.05903",Follow-up 2023
HF-002397,"Elliott, Pierce And Walters Infirmary",Polyclinic,227,-,2019-09-19,2021-12-24,"124854.0, 584751.0",-
HF-002398,"Smith, Todd And Ramirez",Polyclinic,339,St. Peter,2018-06-07,2019-09-24,-,-
HF-002399,"Dennis, Clark And Nichols",Hospital,0,-,2019-03-24,2020-01-19,"-59.06011, 13.05978",Good
HF-002400,"Richardson,-Powers-And-Briggs",Polyclinic,0,-,2019-10-20,2020-11-01,"125830.0, 5903.0",Needs upgrade
HF-002401,"Johnson, Taylor And Smith Infirmary",Polyclinic,453,Christ Church,2020-05-09,2022-10-03,"-59.12169, 12.82825",-
HF-002402,James-Woods Hospital,Community Health Center,0,St. Peter,2017-01-26,2022-11-05,"12.76415, -59.28216",Needs upgrade
HF-002403,Jones Inc Hospital,Community Health Center,216,-,2019-08-01,2021-10-21,"125444.0, 585914.0",-
HF-002404,"Patrick, Davis And Foster Health Centre",Community Health Center,479,-,2022-02-08,2023-03-24,"125229.0, 59548.0",-
HF-002405,Murphy-Roy Medical Center,Community Health Center,469,-,2019-07-24,2024-02-15,"-59.10677, 12.71731",-
HF-002406,Garcia-Hogan Infirmary,Polyclinic,0,-,2019-04-28,2019-12-01,"12576.0, 585627.0",Good
HF-002407,Murphy Inc,Polyclinic,318,-,2020-09-28,2022-11-23,"12.83197, -58.85328",Reinspection due
HF-002408,"Grimes, Williams And Glenn Hospital",Community Health Center,10,St. Peter,2024-10-30,2025-11-21,-,-
HF-002409,Stevenson Ltd Hospital,Polyclinic,100,St. Andrew,2018-02-05,2021-07-19,-,-
HF-002410,Watson-Lee Polyclinic,Community Health Center,453,-,2018-12-18,2025-06-15,-,-
HF-002411,"Wood, Padilla And Leonard",Community Health Center,0,-,2021-02-26,2025-09-24,"1361.0, 591353.0",-
HF-002412,"Diaz, Carpenter And Charles Hospital",Community Health Center,10,-,2020-11-21,2024-07-28,-,Reinspection due
HF-002413,"Savage, Simmons And Williamson Polyclinic",Hospital,122,-,2025-05-20,2025-10-03,"-58.77736, 13.27799",Needs upgrade
HF-002414,"Hall, Lewis And Reilly Health Centre",Community Health Center,266,-,2023-02-25,2024-03-14,"-59.1973, 13.02398",Reinspection due
HF-002415,"Barnes,-Odonnell-And-Peters Hospital",Community Health Center,91,-,2020-05-13,2020-12-11,-,-
HF-002416,Jones-Smith Polyclinic,Community Health Center,0,-,2021-09-27,2024-06-16,"-58.77437, 13.05628",Good
HF-002417,Nolan-Frazier,Community Health Center,300,-,2020-05-18,2023-12-28,"-58.9041, 12.98367",Needs upgrade
HF-002418,Johnson Ltd,Community Health Center,30,-,2016-03-01,2025-01-19,"131533.0, 584728.0",Reinspection due
HF-002419,White Group Hospital,Community Health Center,10,-,2021-08-03,2025-12-18,-,-
HF-002420,"Anderson,-Miller-And-Munoz Medical Center",Polyclinic,416,-,2024-05-15,2024-10-18,-,Good
HF-002421,Jordan-Anderson,Hospital,0,-,2018-05-19,2020-12-07,"124213.0, 585717.0",-
HF-002422,Bennett Hospital,Community Health Center,68,-,2017-04-29,2019-05-28,"-58.91657, 12.99214",-
HF-002423,"Garcia, Fitzgerald And Preston Medical Center",Community Health Center,10,St. Andrew,2017-10-05,2020-08-15,"12.89355, -58.9467",-
HF-002424,Bowers-Martin Hospital,Community Health Center,0,-,2020-08-08,2021-09-25,"13.29939, -58.9933",Good
HF-002425,King-Inc,Community Health Center,10,-,2016-12-30,2018-05-05,-,Needs upgrade
HF-002426,"Cook, Martin And Lewis Infirmary",Community Health Center,400,-,2022-02-10,2025-10-24,"-59.26472, 13.06865",-
HF-002427,Reese-Smith Hospital,Community Health Center,0,-,2021-06-17,2024-01-17,"13.03744, -58.99545",Good
HF-002428,Lewis-Adams Polyclinic,-,67,-,2022-01-17,2024-09-06,-,-
HF-002429,Rodriguez And Sons Medical Center,Hospital,0,St. Lucy,2020-05-14,2020-12-04,"12.81744, -58.86093",-
HF-002430,Sanchez-Scott,Polyclinic,266,-,2016-04-24,2018-02-25,"-59.11037, 12.82282",Follow-up 2023
HF-002431,Crawford-Ballard,-,0,-,2021-05-09,2024-05-18,"12.83018, -59.23817",-
HF-002432,"Bonilla, Rogers And Hoffman Infirmary",Hospital,0,-,2021-11-01,2024-09-14,"12.84649, -58.99809",Needs upgrade
HF-002433,Davis Ltd Polyclinic,Community Health Center,285,-,2023-06-21,2024-03-08,"-58.84959, 12.94228",Good
HF-002434,Bailey-Group Health Centre,Community Health Center,0,St. George,2019-02-15,2024-07-11,"131220.0, 59859.0",-
HF-002435,Townsend-Davis,-,86,-,2020-04-25,2020-07-27,-,-
HF-002436,Zhang Polyclinic,Polyclinic,366,-,2021-09-22,2025-09-17,"-58.98005, 12.76213",-
HF-002437,Pierce-And-Sons Hospital,Polyclinic,0,-,2022-04-20,2023-12-25,-,Needs upgrade
HF-002438,"Hood, Arnold And Franklin Infirmary",-,178,St. John,2024-02-17,2025-09-07,"-58.9273, 13.0381",Reinspection due
HF-002439,"Mendoza, Murphy And Duncan",Hospital,143,-,2020-01-29,2024-10-30,-,-
HF-002440,Leon Inc Polyclinic,Polyclinic,256,-,2023-01-05,2025-04-24,"-59.25695, 12.73423",Good
HF-002441,"Nielsen, Smith And Guerrero",Polyclinic,0,-,2018-02-26,2018-04-16,-,Good
HF-002442,Young Inc Clinic,Community Health Center,340,-,2016-10-08,2025-04-11,"13.04695, -59.05166",Needs upgrade
HF-002443,Smith-Smith Health Centre,Hospital,212,-,2022-02-25,2023-09-05,"-59.18297, 12.9725",-
HF-002444,Davis Inc Medical Center,Hospital,0,-,2019-04-30,2022-11-09,"-59.13397, 12.89646",Needs upgrade
HF-002445,Robinson-Murphy Infirmary,Community Health Center,300,-,2019-06-12,2024-05-03,"-59.23767, 12.73389",Good
HF-002446,Taylor-Brooks Health Centre,-,0,-,2020-03-26,2020-09-07,-,-
HF-002447,Moore- Clinic,-,66,-,2022-06-23,2022-09-08,"-58.92825, 13.1067",-
HF-002448,Moore- Clin,-,66,-,2022-06-23,2022-09-08,"-58.92825, 13.1067",-
HF-002449,Smith Llc Hospital,Polyclinic,329,-,2019-02-04,2023-11-06,-,-
HF-002450,Crane-Dougherty Infirmary,-,0,-,2017-12-03,2019-09-01,-,-
HF-002451,Bailey Llc Hospital,Community Health Center,406,-,2017-01-12,2018-03-07,"-58.76584, 12.84951",Follow-up 2023
HF-002452,Gilmore And Sons,Community Health Center,225,-,2019-03-31,2025-08-20,"131135.0, 584737.0",Good
HF-002453,"Berger, Gonzalez And Spencer",Polyclinic,348,-,2016-10-25,2019-11-21,"-59.06224, 13.0949",Follow-up 2023
HF-002454,Carr-Castaneda Polyclinic,Community Health Center,100,-,2017-01-04,2018-11-04,"13.09731, -59.18341",-
HF-002455,Wilson,Polyclinic,340,St. Joseph,2018-11-21,2025-08-05,"13418.0, 584235.0",Reinspection due
HF-002456,Bryan-Rush Hospital,Hospital,179,-,2018-11-11,2019-02-07,"-58.95234, 13.00996",Reinspection due
HF-002457,"Vazquez, Ellis And Wallace Polyclinic",-,164,St. Peter,2017-05-19,2024-10-29,"-59.06895, 13.05546",-
HF-002458,Dixon-Ltd Polyclinic,Hospital,270,-,2016-10-13,2023-04-23,-,Good
HF-002459,"Manning, Gomez And Browning Polyclinic",Hospital,460,-,2022-06-17,2024-07-28,-,-
HF-002460,"Maldonado,-Moore-And-Le Polyclinic",Polyclinic,168,St. George,2020-10-03,2020-11-25,-,Needs upgrade
HF-002461,Briggs Ltd Health Centre,Community Health Center,476,-,2018-07-07,2023-05-25,-,-
HF-002462,Gonzalez Hospital,Community Health Center,10,-,,2021-07-21,"13.15893, -58.71141",-
HF-002463,Owens-Moore Polyclinic,Hospital,404,-,2018-04-05,2024-08-03,"13332.0, 585613.0",Follow-up 2023
HF-002464,"Gonzalez, Holloway And Kidd Polyclinic",-,379,-,2021-10-20,2023-12-07,-,Reinspection due
HF-002465,Patel-Dean Infirmary,-,159,-,2018-07-28,2023-02-10,"131145.0, 591636.0",Needs upgrade
HF-002466,Brown-Ross Polyclinic,-,33,-,2017-01-26,2018-04-12,"-58.99273, 12.94023",Follow-up 2023
HF-002467,Williams And Sons Health Centre,-,32,-,2018-03-12,2024-03-26,"1333.0, 584748.0",Follow-up 2023
HF-002468,Smith-Ryan Hospital,Hospital,10,St. Joseph,2021-10-08,2021-10-20,"-58.71849, 12.82737",-
HF-002469,Carpenter And Sons Health Centre,Community Health Center,463,-,2017-03-30,2023-10-21,"13428.0, 591141.0",Needs upgrade
HF-002470,Berger-Mitchell Hospital,Polyclinic,10,-,2019-03-24,2019-04-23,"-58.75707, 12.74833",-
HF-002471,Wood-Llc Health Centre,Community Health Center,293,-,2021-03-20,2025-11-01,"-58.88757, 13.26147",-
HF-002472,Gray And Sons Hospital,Hospital,10,-,2019-09-23,2023-05-10,"-59.2823, 13.14186",-
HF-002473,"Green, Austin And Franklin Infirmary",Community Health Center,0,-,2022-06-03,2023-09-10,"13531.0, 59750.0",-
HF-002474,Pitts-Salazar Medical Center,Polyclinic,375,-,2023-08-01,2023-08-06,"13835.0, 59851.0",Follow-up 2023
HF-002475,"Ward, Thompson And Richmond",Polyclinic,331,-,2021-09-18,2023-11-02,"131343.0, 59822.0",-
HF-002476,Wells-Thompson Polyclinic,Hospital,0,-,2018-08-20,2024-01-20,"-58.89961, 13.29338",-
HF-002477,Bautista Inc,Community Health Center,117,-,2018-09-18,2018-12-27,-,-
HF-002478,Perez-Jones Hospital,Hospital,26,-,2020-05-05,2024-10-15,"-59.23415, 13.26465",-
HF-002479,Fitzgerald-Molina Health Centre,-,212,-,2019-03-29,2022-11-15,"-58.87486, 13.09436",Follow-up 2023
HF-002480,Edwards-Velazquez,Polyclinic,0,-,2019-07-03,2022-06-11,"-59.00619, 12.96286",Reinspection due
HF-002481,Kramer Llc,Polyclinic,0,-,2016-02-17,2021-06-01,"-58.81344, 12.87874",Good
HF-002482,Young-Hayes Health Centre,Polyclinic,425,-,2023-08-10,2025-10-01,"-58.89726, 13.12131",Follow-up 2023
HF-002483,Jones-Vang Hospital,Hospital,174,-,2017-11-18,2018-10-30,"12.78184, -58.96843",-
HF-002484,Jenkins Inc,-,198,-,2019-09-26,2020-10-07,"-59.00021, 13.08433",Follow-up 2023
HF-002485,Herman-Young,Community Health Center,114,St. George,2017-08-06,2018-07-26,"-59.09039, 12.92763",Follow-up 2023
HF-002486,Fox Llc Clinic,Community Health Center,0,-,2020-06-21,2023-11-08,-,Follow-up 2023
HF-002487,Grant-Sullivan Health Centre,-,0,St. Andrew,2019-12-22,2024-08-02,"12.89684, -58.80054",-
HF-002488,"Jones, Watson And Gonzalez Infirmary",Polyclinic,355,St. Michael,2018-06-25,2024-11-16,-,Follow-up 2023
HF-002489,Floyd-Smith,Polyclinic,0,-,2020-07-04,2024-02-13,"-59.1685, 13.09364",-
HF-002490,"Wright, Rivera And Cardenas Clin",-,0,-,2021-09-24,2022-03-21,"13945.0, 585153.0",Follow-up 2023
HF-002491,"Wright, Rivera And Cardenas Clinic",-,0,-,2021-09-24,2022-03-21,"13945.0, 585153.0",Follow-up 2023
HF-002492,Duffy Ltd Infirmary,Community Health Center,0,-,2022-08-21,2025-08-23,"-59.13459, 13.15931",Reinspection due
HF-002493,Boyer-Adams Health Centre,Polyclinic,0,St. Andrew,2022-07-26,2022-12-01,"-58.82876, 12.77015",-
HF-002494,Hayes-Henderson,Community Health Center,57,-,2019-07-07,2025-06-03,-,-
HF-002495,Collins Inc Clinic,Community Health Center,0,-,2021-10-02,2025-08-25,"-58.85097, 13.23616",-
HF-002496,Davis Llc Hospital,Community Health Center,0,St. Joseph,2018-01-30,2019-09-08,-,Good
HF-002497,Roberts-Bryant,-,387,-,2019-03-12,2021-05-12,-,Needs upgrade
HF-002498,Obrien-Armstrong Clinic,-,477,-,2018-04-14,2025-07-16,-,-
HF-002499,Cole-Llc Infirmary,Hospital,218,-,2019-11-08,2021-05-21,"125814.0, 584426.0",Follow-up 2023
HF-002500,"Anthony, Castillo And James Infirmary",-,0,-,2025-02-21,2025-10-11,-,Follow-up 2023
HF-002501,Carpenter Ltd Hospital,Community Health Center,463,-,2023-07-02,2023-07-09,"12.81909, -59.01991",Good
HF-002502,Fuentes-Lee,Polyclinic,308,-,2018-01-07,2022-07-24,"-58.80349, 13.03784",Needs upgrade
HF-002503,Stein Ltd Infirmary,Polyclinic,291,-,2019-05-15,2024-03-16,"12.9416, -59.24841",Good
HF-002504,Trujillo-Combs Infirmary,Polyclinic,0,-,2024-05-22,2024-08-20,"-59.03221, 12.98926",-
HF-002505,Frey-Llc Infirmary,Polyclinic,114,-,2019-05-19,2024-08-05,"13723.0, 584519.0",-
HF-002506,Garcia-Inc Clinic,Community Health Center,0,St. John,2024-05-31,2025-08-11,"-58.90728, 12.87669",-
HF-002507,Miller Llc,-,0,-,2022-04-11,2022-06-04,"13.08971, -58.96809",Follow-up 2023
HF-002508,Fernandez,Community Health Center,270,-,2020-12-09,2025-09-12,"124321.0, 59126.0",-
HF-002509,Davis-Anderson Polyclinic,Community Health Center,303,-,2019-08-27,2023-10-27,-,Good
HF-002510,"Kim, Brown And Underwood",Hospital,0,-,2018-09-18,2020-01-17,"13719.0, 59555.0",Needs upgrade
HF-002511,Brown-Peck Infirmary,-,10,St. Lucy,2016-01-22,2018-01-07,"-58.87592, 12.96897",-
HF-002512,Allen,Community Health Center,119,-,2021-05-11,2025-06-19,"13019.0, 591434.0",-
HF-002513,Morton-Humphrey Hospital,Community Health Center,491,St. George,2018-10-29,2020-12-09,"131530.0, 58560.0",-
HF-002514,"Griffin, Hale And Cruz Health Centre",Polyclinic,9,St. Peter,2025-05-18,2025-06-26,"13.08548, -58.84504",Follow-up 2023
HF-002515,Gill-Morse Clinic,Hospital,270,-,2016-12-29,2022-01-22,-,Follow-up 2023
HF-002516,Drake And Sons Hospital,-,0,-,2018-06-13,2021-10-08,"125854.0, 591437.0",-
HF-002517,"Thompson, Williams And Miller Medical Center",Polyclinic,352,St. James,2018-12-04,2023-06-25,-,Reinspection due
HF-002518,"Keith, Lewis And Swanson Medical Center",Polyclinic,0,St. James,2021-01-03,2024-09-17,"-59.11447, 13.23421",-
HF-002519,"Huber, Johnston And Mcconnell Medical Center",Polyclinic,392,St. Peter,2022-08-04,2022-10-27,"-58.85356, 12.75151",-
HF-002520,Chase-Nguyen,-,99,-,2017-04-26,2022-05-22,"-59.28549, 12.85623",-
HF-002521,Tran And Sons Hospital,Polyclinic,0,St. John,2019-04-23,2023-03-10,-,-
