Facility Id,Facility Name,Facility Type,Bed Capacity,Region,Licence Issue Date,Inspection Date,Gps Location,Remarks
HF-001059,"Allen, Simpson and Blackwell",Hospital,54,St. John,2018-06-21,2023-06-21,"-59.00322, 13.08054",
HF-001060,Christensen-Flowers,,191,St. John,2018-08-05,2019-08-14,"124312.0, 591044.0",Good
HF-001061,Gomez-Barr,Hospital,0,St. Michael,2018-06-17,2022-03-17,"13.22269, -58.96729",
HF-001062,"Atkins, Hunt and Webb Polyclinic",Community Health Center,10,,2025-04-05,2025-06-01,"-58.76378, 13.19004",
HF-001063,Gonzalez Group Infirmary,Community Health Center,339,,2018-04-16,2022-03-04,"-59.07731, 13.22696",
HF-001064,Morgan Ltd Polyclinic,Hospital,31,,2018-07-11,2020-08-07,"13.23109, -59.20854",Needs upgrade
HF-001065,Martinez-Fitzpatrick Infirmary,Polyclinic,51,,2020-10-25,2023-08-24,"-59.28828, 12.79631",Needs upgrade
HF-001066,Jones-Ingram,Polyclinic,10,,2021-11-02,2025-04-07,,
HF-001067,"Burke, Cordova and Hayes Medical Center",Polyclinic,265,,2024-03-07,2024-04-20,"13830.0, 585631.0",
HF-001068,Blackwell Group,Polyclinic,127,,2016-12-09,2023-09-11,"-58.75476, 12.89973",
HF-001069,"Vaughn, Graham and Velez",Polyclinic,0,,2017-11-03,2018-12-16,"13.09453, -58.72969",
HF-001070,"Barrett,-Johnson-and-Mathews Health Centre",Polyclinic,10,,2023-01-15,2023-11-25,,
HF-001071,Martin LLC Medical Center,Hospital,0,,2017-05-11,2023-07-19,"13.02117, -58.74172",
HF-001072,Dixon-Alvarez Health Centre,Hospital,10,,2016-01-30,2025-10-21,"-58.87939, 13.21948",Needs upgrade
HF-001073,Bates-Myers,Community Health Center,142,,2023-07-16,2025-12-29,"12.90594, -59.03447",Reinspection due
HF-001075,Smith-Hayes,Polyclinic,0,,2016-09-16,2020-11-30,,
HF-001076,Brooks-Contreras Hospital,Hospital,0,,2020-02-13,2020-11-22,"13530.0, 59841.0",Good
HF-001077,Ellis Ltd Hospital,Polyclinic,0,,2021-08-12,2022-07-04,,Needs upgrade
HF-001078,Ferguson-Mcfarland Hospital,Hospital,19,,2017-12-28,2021-09-21,,Needs upgrade
HF-001079,Young Group Clinic,,0,,2021-08-16,2021-12-14,,Reinspection due
HF-001080,"Robinson, James and Newman",Community Health Center,324,,2024-04-20,2024-12-07,"125423.0, 585359.0",Reinspection due
HF-001081,Bryan Group Hospital,Community Health Center,40,St. John,2018-01-17,2024-01-06,"124734.0, 585310.0",
HF-001082,"Norton, Steele and Dyer",Community Health Center,164,,2019-07-01,2022-01-02,"125548.0, 59459.0",
HF-001083,Roberts-Davis Hospital,,455,,2018-11-05,2022-07-19,"131322.0, 585411.0",Reinspection due
HF-001084,"Johnson, Garcia and Rogers Hospital",Polyclinic,0,St. Lucy,2020-07-02,2020-11-09,"12548.0, 5974.0",
HF-001085,"Thompson, Williamson and Hammond",,290,,2021-09-08,2022-11-09,"-58.86149, 13.17169",
HF-001086,Torres Ltd Clinic,Community Health Center,488,,2020-04-26,2020-11-18,"13744.0, 585334.0",
HF-001087,Hanson and Sons,Hospital,0,,2016-08-02,,"131714.0, 584748.0",
HF-001088,"Stewart, Watson and Garcia",Community Health Center,125,,2019-06-26,2020-04-12,,Follow-up 2023
HF-001089,Williams and Sons,Community Health Center,0,St. George,2017-06-16,2019-02-09,,
HF-001090,Castaneda Ltd Hospital,Hospital,339,,2024-01-23,2025-07-17,"-58.91155, 12.81868",Reinspection due
HF-001091,Meyer-Guerrero Hospital,Hospital,293,,2022-01-15,2022-06-15,"12.94813, -59.03955",
HF-001092,Spencer-Chen Infirmary,Polyclinic,0,,2020-11-07,2021-07-07,"-59.2027, 13.2271",Needs upgrade
HF-001093,"Avery, Torres and Evans Hospital",Polyclinic,375,,2016-03-07,2024-10-01,"-59.23322, 12.89575",Follow-up 2023
HF-001095,Ellis-Brown Health Centre,,471,,2018-03-10,2022-02-28,"13.08293, -58.9336",Follow-up 2023
HF-001096,"Carroll,-Simpson-and-Black Infirmary",Community Health Center,0,St. John,2018-12-08,2025-06-13,"-58.73628, 12.96021",
HF-001099,Jackson Group Polyclinic,Community Health Center,254,,2020-03-18,2024-12-06,,
HF-001100,"Ramos, Hernandez and Delgado Medical Center",Community Health Center,429,,2020-05-30,2020-10-30,"13146.0, 591720.0",Needs upgrade
HF-001101,Mitchell-Jackson,Hospital,477,,2019-10-21,2019-12-28,"13.2006, -59.20256",
HF-001102,Baird LLC,Community Health Center,0,St. James,2016-09-23,2020-02-27,,Needs upgrade
HF-001103,Barker-Mendez Hospital,Polyclinic,490,,2018-10-12,2024-07-01,,
HF-001104,"Mccarty, Smith and Patton",Community Health Center,0,,2023-01-07,2024-09-27,"13.19683, -59.21558",Reinspection due
HF-001105,Franco-Young,Community Health Center,35,,2019-10-02,2021-09-26,"-59.0313, 13.29376",
HF-001106,"Fowler, Ward and Stewart Polyclinic",,483,,2020-04-01,2024-05-18,,Reinspection due
HF-001107,Castro Inc,,0,,2019-01-26,2019-09-03,"-58.72636, 12.76316",Needs upgrade
HF-001108,Smith-Rodriguez Clinic,Polyclinic,69,St. Lucy,2018-06-09,2025-02-27,"-58.89695, 12.76403",
HF-001109,Mcmillan Hospital,Community Health Center,369,,2023-10-21,2025-11-21,"12.99101, -59.01282",
HF-001110,Conway-LLC Infirmary,Polyclinic,0,,2022-04-01,2022-08-01,,
HF-001111,Shepherd-Williams Clinic,Community Health Center,10,,2022-07-11,2023-06-05,,Reinspection due
HF-001112,Mccormick-Smith Polyclinic,Community Health Center,463,,2018-10-20,2021-09-28,,Follow-up 2023
HF-001113,"Fields, Dennis and Coleman Hospital",Polyclinic,0,,2017-03-29,2024-09-02,,
HF-001114,Friedman-Stanley Infirmary,,0,,2018-03-28,2025-06-11,"125055.0, 585928.0",
HF-001115,Mcdowell Ltd Polyclinic,Community Health Center,0,,2018-07-15,2021-08-14,"-58.74004, 13.1018",
HF-001116,Hayden-Group Infirmary,Community Health Center,0,,2020-02-28,2022-10-29,"-58.81842, 12.82015",
HF-001117,Clark-Lee,Community Health Center,273,St. Michael,2018-09-22,2023-08-29,,Good
HF-001118,"Brown, Young and Chan Polyclinic",Community Health Center,0,,,2025-06-08,,
HF-001119,Coleman-Hall Health Centre,Polyclinic,0,St. Andrew,2021-10-15,2023-05-08,,
HF-001120,Brown Inc Infirmary,,207,St. George,2023-05-11,2025-12-08,"13.02619, -59.23663",Good
HF-001121,Pope-Walker,Community Health Center,218,,2019-04-28,2024-09-04,,Follow-up 2023
HF-001122,Wallace Group Infirmary,Hospital,24,,2021-08-18,2025-12-10,,Reinspection due
HF-001123,White LLC Infirmary,Hospital,349,,2018-07-21,2021-12-03,,
HF-001124,Sullivan-Raymond,Polyclinic,131,Christ Church,2023-02-17,2025-11-10,"-59.20569, 13.14383",
HF-001125,Bell-Wood Polyclinic,Polyclinic,0,,2019-02-27,2022-02-28,"-59.13827, 12.99297",Reinspection due
HF-001126,Blair and Sons Infirmary,Hospital,0,St. Peter,2017-04-19,2019-06-19,,Follow-up 2023
HF-001127,Austin-Mitchell,,90,,2022-02-09,2025-06-13,"12.70819, -59.076",Follow-up 2023
HF-001128,"Carpenter, Nguyen and Koch Infirmary",Community Health Center,79,,2021-08-25,2025-03-15,,
HF-001129,"Mckinney, Myers and Diaz Infirmary",,331,,2018-03-17,2021-07-11,"13014.0, 58526.0",
HF-001130,Gill Inc Hospital,Polyclinic,124,,2024-07-16,,"-59.18395, 12.79671",
HF-001131,"Peterson, Soto and Smith Clinic",Polyclinic,0,,2021-06-01,2025-08-31,,
HF-001132,"Gilbert,-Foster-and-Garcia",Community Health Center,251,,2021-07-30,2025-03-25,"-59.06436, 12.7073",Reinspection due
HF-001133,"Alexander, Graves and Travis Health Centre",Community Health Center,164,,2017-02-27,2025-08-07,"13444.0, 591038.0",
HF-001134,"Hughes, Davies and Brandt Infirmary",Polyclinic,27,,2016-02-25,2025-10-09,,
HF-001135,Lee- Medical Center,Community Health Center,298,,2018-06-13,2020-03-20,"-58.92342, 13.07445",Good
HF-001136,Davis-Terry Hospital,Polyclinic,0,,2018-07-11,2023-05-15,"-59.20648, 13.2863",
HF-001137,Robbins-Ross Clinic,Polyclinic,0,,2016-03-07,2021-05-11,"-58.80035, 12.94194",Needs upgrade
HF-001138,Robbins-Ross Clin,Polyclinic,0,,2016-03-07,2021-05-11,"-58.80035, 12.94194",Needs upgrade
HF-001139,"Simpson, Lopez and Chambers",,318,,2022-09-14,2024-08-16,"131037.0, 591259.0",
HF-001140,"Freeman, Lee and Ramirez",,10,,2016-10-28,2020-01-03,,
HF-001141,Simmons and Sons Polyclinic,,488,,2016-02-22,2024-06-13,"12.88644, -59.22632",
HF-001142,Ward-Hardy,Community Health Center,446,,,2019-04-24,"13826.0, 584648.0",
HF-001143,Reyes-Burns,Polyclinic,156,,2021-05-11,2024-03-20,,Reinspection due
HF-001144,Spencer Inc Medical Center,Polyclinic,324,,2020-09-18,2023-08-18,,
HF-001145,Graham Infirmary,Polyclinic,0,,2018-01-06,2018-01-10,"125110.0, 591517.0",
HF-001146,Garcia Ltd Health Centre,Hospital,415,,2017-03-18,2020-06-09,"12.82984, -58.8075",
HF-001147,Ellison-Group Infirmary,Hospital,428,,2022-06-28,2024-10-12,"13.26415, -59.03219",
HF-001148,Brown Inc Polyclinic,,312,,2024-05-30,2024-06-11,"12.89346, -59.07857",Follow-up 2023
HF-001149,Stewart Hospital,Polyclinic,0,,2016-07-06,2018-02-28,"-58.79797, 13.28324",
HF-001150,Sanchez Group,Polyclinic,287,,2019-05-07,2024-08-30,"13812.0, 59117.0",
HF-001151,"Martinez, Mendoza and Horton Infirmary",Community Health Center,0,,2022-09-10,2025-12-30,"-58.71866, 13.06736",Good
HF-001152,Cline-Marshall Polyclinic,,35,St. George,2021-04-01,2022-12-26,"12.78886, -59.2434",
HF-001153,Hall-White Medical Center,Polyclinic,384,St. Andrew,2020-05-31,2023-03-21,"13.22779, -59.18606",
HF-001154,Barber LLC Infirmary,Community Health Center,36,St. James,2022-08-30,2025-11-13,"-59.17255, 13.05657",
HF-001155,Olsen-Fischer,Polyclinic,277,,2016-07-26,2018-07-23,,
HF-001156,Nichols-Powell Health Centre,Community Health Center,0,,2024-10-26,2024-12-26,,Reinspection due
HF-001157,"Miller,-Pratt-and-Smith",Hospital,356,,2018-08-18,2023-08-20,"13358.0, 584744.0",
HF-001158,Lopez-Richard Medical Center,Hospital,0,,2021-12-03,2022-09-25,,Reinspection due
HF-001159,Stein Group Infirmary,,484,,2019-12-26,2020-08-12,"-58.9136, 13.06931",Needs upgrade
HF-001160,"Mendoza,-Wallace-and-Martinez Medical Center",Polyclinic,351,,2019-12-13,2022-01-18,"-58.77511, 12.86655",
HF-001161,Burton-Inc,Community Health Center,0,,2021-02-09,2023-10-16,"-59.26718, 12.89185",Needs upgrade
HF-001162,"Woodard,-Wilson-and-Norton Hospital",Community Health Center,327,,2021-06-21,2025-08-23,"13.24965, -58.9293",
HF-001163,"Barnett, Pitts and Riley Hospital",Community Health Center,345,,2022-01-04,2024-02-07,"-58.75799, 13.21351",Good
HF-001164,"Harris,-Shaffer-and-Fisher",Hospital,0,St. John,2018-06-21,2024-01-02,,Good
HF-001165,Leonard-Massey Hospital,Polyclinic,0,,2022-01-27,2024-06-22,"13451.0, 591422.0",Good
HF-001166,Robbins LLC,,205,St. Andrew,2023-09-07,2025-01-26,,
HF-001167,"Reeves, Johnson and Hall Polyclinic",Polyclinic,10,,2016-06-12,2020-05-03,,Follow-up 2023
HF-001168,Collins-Norris,Hospital,0,,2021-11-27,2024-02-02,"125112.0, 584725.0",Follow-up 2023
HF-001169,"Richardson, Hernandez and Martin",,10,,2019-04-18,2021-09-29,"13.2698, -59.14311",
HF-001171,Nguyen-and-Sons Medical Center,,361,,2019-12-03,2021-01-19,"-58.78068, 12.71768",
HF-001172,"Fitzgerald, Russell and Ayala Health Centre",Polyclinic,336,St. Joseph,2017-03-23,2025-08-17,"-58.74284, 13.29955",
HF-001173,"Hernandez, Trujillo and Miranda",,10,,2018-10-02,2022-06-25,,Needs upgrade
HF-001174,Martin-Warner Polyclinic,,0,,2023-10-24,2024-04-24,"-58.92802, 13.14362",
HF-001175,"Vance, Clark and Guerra",Community Health Center,223,Christ Church,2018-07-30,2023-01-22,"-59.17948, 13.0107",
HF-001176,Alvarez Inc Health Centre,Polyclinic,281,Christ Church,2025-06-28,2025-08-14,"124430.0, 584822.0",
HF-001178,Jordan-Ltd Hospital,Community Health Center,179,,2020-04-01,2025-04-23,"12.75895, -59.05869",
HF-001179,"Davis,-Smith-and-Richardson Medical Center",Community Health Center,490,,2024-12-24,2025-06-13,"12.95032, -58.85428",Needs upgrade
HF-001180,Cervantes Hospital,,197,St. Michael,2018-12-22,2025-04-12,"13055.0, 59358.0",
HF-001181,Erickson Inc,Community Health Center,447,,2022-03-12,2025-12-22,,Reinspection due
HF-001182,Hayes Ltd,Community Health Center,130,,2019-11-15,2023-02-12,"124738.0, 59159.0",
HF-001183,Frye Ltd Hospital,Hospital,404,,2017-11-13,2021-11-26,,
HF-001184,"Smith, Hodges and Hoover",,10,,2017-04-15,2020-06-25,,
HF-001185,Abbott and Sons,Hospital,259,,2023-12-26,2024-12-29,"-58.96064, 12.90995",
HF-001186,"Sanchez, Solis and Mercado Health Centre",,256,,2017-11-30,2020-12-26,,
HF-001187,"Dennis, Ramirez and Brandt",Community Health Center,304,,2024-11-17,2025-11-22,"12.88372, -58.73443",
HF-001188,Rosario-Moore,Community Health Center,0,,2020-02-13,2025-07-23,,Good
HF-001189,Brown-Jones Clinic,Community Health Center,10,St. George,2021-10-10,2023-07-05,"-58.82615, 13.04802",
HF-001190,"Lawson, Rivera and Hughes",Community Health Center,0,,2020-02-27,2022-11-05,,Follow-up 2023
HF-001191,Pratt and Sons Clinic,Community Health Center,17,,2022-06-11,2022-11-29,,Good
HF-001192,Miller LLC,Polyclinic,2,,2025-09-17,2025-10-12,"-59.05727, 13.13459",Good
HF-001193,Evans-Lee Hospital,,451,St. George,2021-03-06,2021-11-09,"-58.95096, 12.89041",Good
HF-001194,Johnson-Young Hospital,Polyclinic,0,,2018-01-31,2022-09-04,"12.76411, -59.27511",
HF-001195,Harper-Rose Hospital,Community Health Center,185,,2016-03-22,2020-10-01,"1387.0, 59943.0",
HF-001196,"Welch, Daniels and Holmes",Polyclinic,247,,2017-02-04,2019-11-20,,Good
HF-001197,"Morgan,-Moran-and-Lawrence Polyclinic",Polyclinic,387,,2016-05-20,2018-06-13,,Reinspection due
HF-001198,Martin and Sons,Polyclinic,196,,2025-07-22,2025-08-08,"-59.01197, 12.97341",Reinspection due
HF-001199,"Price,-Poole-and-Cohen",,328,St. John,2024-06-29,2025-04-18,"-59.03929, 13.07984",
HF-001200,"Hoffman, Novak and Schneider",Community Health Center,419,,2021-02-19,2022-02-08,"1354.0, 59817.0",Needs upgrade
HF-001201,Underwood-Alexander Hospital,Hospital,267,,2021-09-19,2025-02-01,,Follow-up 2023
HF-001202,Shah Inc Medical Center,,184,St. John,2017-11-13,2020-11-01,"124633.0, 59133.0",Good
HF-001203,Golden-and-Sons Hospital,Community Health Center,270,,2016-09-02,2025-03-19,"-58.8702, 12.81515",Reinspection due
HF-001204,"Crawford, Davis and Williams Health Centre",Community Health Center,29,,2022-11-23,2023-07-06,"-58.73045, 13.12495",Needs upgrade
HF-001205,"Thomas,-Martin-and-Cruz",,188,,2019-12-01,2023-02-17,,
HF-001206,Bray-,Community Health Center,10,St. Lucy,2018-02-19,2022-06-19,"-58.80419, 13.11405",
HF-001207,Smith-Mccoy,,0,,2019-05-28,2021-02-24,,Reinspection due
HF-001208,Benjamin Inc Medical Center,Polyclinic,10,,2023-01-29,2023-06-28,"13030.0, 585513.0",Reinspection due
HF-001209,"Wilson, Lane and Jordan Medical Center",Polyclinic,10,,2022-09-06,2023-01-21,,Good
HF-001210,Evans Group,Community Health Center,476,,2022-02-11,2022-12-13,"13253.0, 5912.0",Reinspection due
HF-001211,Davis-and-Sons,Polyclinic,10,,2022-09-16,2023-11-19,"13.11828, -59.05984",
HF-001212,Brandt-Brown,Hospital,0,,2020-07-24,2024-11-05,,Good
HF-001213,Weber Group,Community Health Center,211,,2018-11-30,2025-05-17,"-59.09223, 12.77864",Needs upgrade
HF-001214,"Sims, Morris and Wright",Hospital,149,,2020-03-26,2023-09-04,"-58.98435, 13.11038",Follow-up 2023
HF-001215,Luna-Suarez,Polyclinic,241,,2021-06-12,2022-03-05,,
HF-001216,"Patterson, Johnson and Richards",Polyclinic,395,,2018-05-03,2020-10-23,"13017.0, 584313.0",Reinspection due
HF-001218,"Harris, Johnson and Ruiz Polyclinic",Polyclinic,0,,2021-05-13,2022-03-21,"-58.89428, 13.19711",
HF-001219,Grimes-Manning Medical Center,Community Health Center,0,St. Joseph,2025-03-06,,,
HF-001220,Wright LLC Medical Center,Community Health Center,10,St. George,2017-04-24,2022-01-07,,Follow-up 2023
HF-001221,Johnson and Sons Health Centre,Polyclinic,144,,2020-12-26,2021-01-29,,Needs upgrade
HF-001222,Klein-Shepard Medical Center,Polyclinic,89,,2018-07-02,2024-05-04,"-59.14012, 13.27822",Needs upgrade
HF-001223,Smith-Phillips Clinic,Polyclinic,0,St. Lucy,2017-06-02,2022-04-07,"-58.97036, 12.90605",
HF-001224,"Anderson, Wood and Riggs Hospital",Polyclinic,179,St. John,2023-06-10,2024-12-01,"12.97271, -58.98407",
HF-001225,Hudson Group,Hospital,249,,2019-12-18,2020-06-05,"-58.82526, 13.19604",
HF-001226,Smith Medical Center,Community Health Center,95,St. Michael,2021-03-03,2025-10-29,"125352.0, 584958.0",
HF-001227,"Weaver, West and Summers Medical Center",Hospital,376,,2018-11-15,2022-08-10,,
HF-001229,Whitney and Sons,Community Health Center,281,,2016-01-12,2020-11-13,"-59.2993, 12.91578",
HF-001230,"Thompson, Bradley and Sullivan",Community Health Center,0,,2018-11-11,2020-10-11,"-59.2771, 12.80964",
HF-001231,"Fernandez,-Lyons-and-Morrison Hospital",Hospital,170,St. Lucy,2023-01-09,2023-04-12,,
HF-001232,Clark-Henry,Community Health Center,66,,2018-11-20,2024-08-10,"13.26395, -59.09903",Reinspection due
HF-001233,"Riley,-Best-and-Jones Health Centre",Community Health Center,0,,2022-05-21,2022-10-29,"-59.19104, 12.75813",Follow-up 2023
HF-001234,Garcia-Brooks Infirmary,,293,,2019-10-14,2020-01-07,"-59.09926, 12.98039",
HF-001235,"Mcclain, Snyder and Walls Hospital",Polyclinic,169,,2016-01-28,2018-10-12,"13713.0, 591536.0",
HF-001236,"Smith, Roberts and Davis Health Centre",Polyclinic,413,,2023-07-17,2025-02-21,"13859.0, 59152.0",
HF-001237,Frazier-LLC Clin,,160,,2016-08-14,2024-11-22,,
HF-001238,Frazier-LLC Clinic,,160,,2016-08-14,2024-11-22,,
HF-001239,Branch-Williams Infirmary,,97,St. George,2017-04-03,2023-05-13,,
HF-001240,Mullins Ltd Clinic,Community Health Center,0,,2023-04-26,2024-03-07,"13336.0, 59030.0",Good
HF-001241,Mullins Ltd Clin,Community Health Center,0,,2023-04-26,2024-03-07,"13336.0, 59030.0",Good
HF-001242,Ramsey Ltd Hospital,Hospital,438,,2017-06-23,2022-05-09,,Good
HF-001243,Williams-Foster Hospital,Community Health Center,0,,2023-12-28,2025-06-23,"-58.79373, 12.9056",
HF-001244,"Archer, Perry and Hall",Polyclinic,141,,2021-12-26,2024-02-19,"13.04259, -59.25231",Reinspection due
HF-001245,Anderson Group,,0,Christ Church,2022-12-17,2025-06-23,"13950.0, 585832.0",Needs upgrade
HF-001246,Gilmore-Ltd,Community Health Center,10,,2016-09-27,2018-12-03,"13358.0, 585439.0",Reinspection due
HF-001247,Evans LLC Medical Center,Polyclinic,0,,2017-06-22,2019-12-01,"-58.8428, 12.97783",
HF-001248,Hunter Inc Polyclinic,Community Health Center,0,St. James,2016-05-08,2018-02-01,,Follow-up 2023
HF-001249,"Harris,-Figueroa-and-Thomas",Hospital,31,,2020-12-15,2024-04-02,,
HF-001250,Mccormick-Austin,,10,,2017-01-25,2018-11-12,,
HF-001251,Parker-Anderson,Community Health Center,0,St. James,2023-04-18,2024-01-28,"12.95824, -59.06503",
HF-001252,Cowan-King Hospital,Hospital,10,,2022-02-10,2025-06-06,"124256.0, 58448.0",
HF-001253,Butler-Yang,Polyclinic,426,,2020-05-14,2021-04-23,"12.83745, -59.21632",Needs upgrade
HF-001254,Hamilton Ltd Medical Center,Hospital,0,,2021-06-18,2024-06-26,"-58.75975, 12.84575",
HF-001256,Sullivan Group Medical Center,Polyclinic,0,St. Michael,2020-12-03,2025-01-21,"-58.851, 12.7733",
HF-001257,Johnson-Pope Hospital,Community Health Center,414,,2019-06-18,2022-10-26,"13.12442, -59.13561",Good
HF-001258,"Boyd, Graham and Burnett",Polyclinic,0,,2019-10-09,2019-12-27,,Good
HF-001259,Jacobs-Horton,,167,,2022-03-19,2024-02-08,"13.17886, -59.17596",Good
HF-001260,"Santos, Morales and Dudley",,0,,2016-10-19,2018-07-25,"12.98046, -58.8551",Follow-up 2023
HF-001261,"Simpson, Bailey and Knight Hospital",Community Health Center,252,,2018-01-30,2024-01-25,"-59.18306, 12.96372",
HF-001262,"Macias, Berg and Oneill Clinic",Polyclinic,357,St. James,2019-05-05,2022-09-23,,Good
HF-001263,"Macias, Berg and Oneill Clin",Polyclinic,357,St. James,2019-05-05,2022-09-23,,Good
HF-001264,Mclean Inc,Community Health Center,244,,2022-10-07,2025-04-26,"-58.79972, 12.9853",
HF-001265,Dawson,Community Health Center,0,,2016-01-15,2021-09-20,"-59.14277, 12.97779",Good
HF-001266,Hart-Edwards Hospital,Polyclinic,0,St. George,2017-04-03,2022-08-22,"-59.07703, 12.86677",
HF-001267,Whitehead-Dixon Hospital,Polyclinic,11,,2020-09-21,2024-02-11,,Reinspection due
HF-001268,Ferrell-Benton Hospital,Community Health Center,0,,2018-07-19,2023-10-31,,Good
HF-001269,Nolan-Whitney,Community Health Center,0,St. Andrew,2023-08-27,2025-04-16,"-58.82641, 12.72257",
HF-001270,Alvarez Group,Community Health Center,23,,2017-06-05,2020-03-12,"-58.89584, 13.00556",Good
HF-001271,Castro LLC Medical Center,Community Health Center,10,,2018-08-28,2019-03-20,,Follow-up 2023
HF-001272,"Griffin, Carlson and Roberts Hospital",Polyclinic,89,,2018-07-20,2025-12-28,,
HF-001273,Smith-Johnson Polyclinic,Polyclinic,483,,2021-05-30,2022-09-02,"124724.0, 585316.0",Reinspection due
HF-001274,Blevins-and-Sons Clin,Polyclinic,0,St. Lucy,2023-07-28,2024-07-24,,
HF-001275,Blevins-and-Sons Clinic,Polyclinic,0,St. Lucy,2023-07-28,2024-07-24,,
HF-001276,Lawrence LLC,Polyclinic,0,,,2022-01-21,"-59.10835, 13.18451",Reinspection due
HF-001277,Jones and Sons Clinic,Polyclinic,204,Christ Church,2020-05-07,2021-11-09,"125817.0, 591132.0",
HF-001278,Jones and Sons Clin,Polyclinic,204,Christ Church,2020-05-07,2021-11-09,"125817.0, 591132.0",
